image_id,crop,class,glcm_contrast,glcm_homogeneity,entropy,hue_mean,saturation_mean,value_mean,edge_density,vegetation_index,texture_energy,shape_factor,moisture_proxy,label
SIM_18523,Crop05,Class06,26.8933,0.54,5.9012,21.2441,132.3199,202.3735,0.0857,-0.0245,0.2767,0.6332,0.692,Class06
SIM_18524,Crop09,Class12,27.7829,0.2593,5.7803,76.9054,95.6045,129.7755,0.0647,-0.3308,0.273,0.2893,0.5185,Class12
SIM_18525,Crop03,Class03,27.9907,0.6244,5.9262,71.2871,147.7176,106.6819,0.0812,-0.0392,0.2865,0.8841,0.5553,Class03
SIM_18526,Crop03,Class05,23.8556,0.5611,4.6898,101.598,148.75,121.1246,0.0742,-0.4466,0.2665,0.6361,0.6427,Class05
SIM_18527,Crop03,Class02,31.255,0.6443,5.9432,137.9029,85.1726,152.8429,0.0675,0.2301,0.2397,0.7499,0.5614,Class02
SIM_18528,Crop08,Class01,31.662,0.4534,6.4696,133.5849,97.2559,215.8571,0.0955,0.2945,0.1634,0.6905,0.4673,Class01
SIM_18529,Crop03,Class06,19.7744,0.573,6.0578,110.4407,82.1092,185.8399,0.0904,-0.1935,0.3105,0.7398,0.6086,Class06
SIM_18530,Crop01,Class09,7.6738,0.4717,5.5474,118.3504,179.6634,151.3515,0.0556,0.167,0.2774,0.343,0.1146,Class09
SIM_18531,Crop02,Class13,29.0216,0.5454,6.7435,49.7865,196.0778,164.9654,0.1125,-0.294,0.2246,0.4898,0.6185,Class13
SIM_18532,Crop10,Class01,37.9106,0.4548,6.4732,80.9296,72.7165,190.6504,0.0801,0.1393,0.1084,0.5803,0.6202,Class01
SIM_18533,Crop09,Class07,25.4785,0.3852,4.4666,109.0367,94.922,145.2071,0.1123,-0.3539,0.2561,0.4484,0.2397,Class07
SIM_18534,Crop10,Class11,23.1527,0.3065,5.0684,79.0941,91.7336,171.0501,0.0987,-0.076,0.1715,0.7005,0.6809,Class11
SIM_18535,Crop03,Class04,17.4087,0.4685,4.8506,99.5023,151.2312,110.5215,0.1024,-0.2386,0.322,0.7054,0.6575,Class04
SIM_18536,Crop05,Class12,30.3585,0.4087,5.8231,17.3512,132.447,164.8312,0.0746,-0.4155,0.1825,0.4543,0.6591,Class12
SIM_18537,Crop05,Class09,15.0632,0.4155,4.5286,61.9691,134.8913,181.8951,0.0716,-0.2343,0.1789,0.4457,0.3327,Class09
SIM_18538,Crop06,Class09,13.9695,0.445,4.7744,135.2293,117.0061,150.4727,0.0542,0.0995,0.2787,0.2755,0.274,Class09
SIM_18539,Crop01,Class02,33.9119,0.5607,6.9097,90.8025,133.0718,152.2115,0.0398,0.0318,0.3697,0.6932,0.3725,Class02
SIM_18540,Crop06,Class03,33.1256,0.5962,6.4621,73.4477,139.6414,151.5124,0.0203,0.1246,0.2873,0.5351,0.2892,Class03
SIM_18541,Crop01,Class14,27.9774,0.5156,5.6041,63.5426,173.7604,161.2478,0.0345,0.1763,0.3779,0.2572,0.3948,Class14
SIM_18542,Crop03,Class14,15.7849,0.5783,5.0083,89.064,146.9753,163.1588,0.0679,0.0926,0.2561,0.4466,0.6527,Class14
SIM_18543,Crop03,Class07,24.8012,0.5474,4.8705,119.5839,100.1204,152.1286,0.0965,-0.3239,0.1267,0.4126,0.4094,Class07
SIM_18544,Crop07,Class09,17.0067,0.4602,5.2907,129.319,141.2061,121.6609,0.0728,-0.2054,0.1359,0.4331,0.4282,Class09
SIM_18545,Crop09,Class09,11.1229,0.4307,5.4057,147.214,93.1542,154.6222,0.0714,0.0554,0.2736,0.2943,0.1919,Class09
SIM_18546,Crop07,Class08,30.5868,0.5648,6.84,131.1333,160.3499,181.3745,0.0409,-0.4666,0.1078,0.769,0.4589,Class08
SIM_18547,Crop05,Class11,26.5875,0.4497,6.1755,45.7918,104.9575,211.3368,0.0998,0.0652,0.1533,0.7417,0.5379,Class11
SIM_18548,Crop06,Class09,14.0155,0.448,5.1949,137.856,105.5417,183.5172,0.0462,0.1663,0.1875,0.3267,0.1921,Class09
SIM_18549,Crop06,Class02,26.9091,0.5295,6.7041,118.2766,90.8204,188.7708,0.0339,0.3097,0.2438,0.6801,0.3164,Class02
SIM_18550,Crop02,Class02,30.2951,0.5822,6.3032,89.3232,140.6183,185.9514,0.0447,0.2074,0.3211,0.7241,0.5503,Class02
SIM_18551,Crop10,Class13,29.0628,0.3281,6.4909,33.7275,188.5311,124.6354,0.0701,-0.444,0.1928,0.7948,0.7371,Class13
SIM_18552,Crop10,Class12,33.9673,0.2136,5.6103,15.2416,112.9477,151.668,0.0294,-0.4814,0.2125,0.473,0.7349,Class12
SIM_18553,Crop03,Class03,29.6691,0.6122,5.8947,66.5775,116.943,101.7604,0.0555,-0.132,0.1899,0.7405,0.6237,Class03
SIM_18554,Crop02,Class01,35.6171,0.4701,6.7036,145.8794,127.308,211.5134,0.1125,-0.1,0.1971,0.439,0.6224,Class01
SIM_18555,Crop02,Class04,23.5516,0.5431,5.4831,64.6621,162.0468,152.4652,0.0853,-0.1887,0.3784,0.7071,0.3841,Class04
SIM_18556,Crop07,Class09,14.34,0.5098,5.1972,149.8614,157.9259,139.3543,0.0711,-0.2264,0.188,0.4443,0.4049,Class09
SIM_18557,Crop01,Class09,12.1814,0.6072,5.2384,98.3215,163.595,148.2391,0.0569,-0.1399,0.2262,0.3219,0.204,Class09
SIM_18558,Crop02,Class03,35.7086,0.6669,6.9793,80.9331,164.4334,135.5029,0.0533,0.1466,0.3645,0.8683,0.3681,Class03
SIM_18559,Crop07,Class03,32.5145,0.6849,6.2268,94.3362,152.4434,116.2259,0.0535,-0.0017,0.2912,0.7187,0.4986,Class03
SIM_18560,Crop02,Class04,12.9311,0.4789,5.4997,54.3389,172.8093,184.3235,0.1078,0.1159,0.3642,0.7254,0.2693,Class04
SIM_18561,Crop01,Class07,20.4308,0.3491,5.4196,50.0072,130.1382,127.2156,0.1134,-0.371,0.1675,0.3903,0.1924,Class07
SIM_18562,Crop01,Class04,19.5116,0.558,4.8651,72.987,153.9081,125.4246,0.0808,-0.0931,0.4035,0.547,0.2898,Class04
SIM_18563,Crop08,Class07,23.9582,0.3639,5.3019,87.6451,117.0578,147.1858,0.097,-0.1059,0.1664,0.694,0.2516,Class07
SIM_18564,Crop04,Class01,22.9081,0.3227,6.435,153.9661,117.9521,196.9757,0.0758,-0.1236,0.1167,0.4344,0.3266,Class01
SIM_18565,Crop03,Class15,11.8159,0.6258,5.2284,97.523,163.3155,168.2371,0.057,0.1262,0.1585,0.4006,0.601,Class15
SIM_18566,Crop07,Class14,21.0504,0.5477,5.4295,90.8293,164.1037,164.4843,0.0614,0.0743,0.3054,0.468,0.6359,Class14
SIM_18567,Crop02,Class06,24.8404,0.4507,6.7434,54.103,105.4906,210.4356,0.0648,-0.1957,0.3716,0.657,0.5165,Class06
SIM_18568,Crop06,Class13,18.7748,0.3684,6.3555,54.6598,162.197,172.6083,0.0543,-0.2043,0.2695,0.4958,0.7192,Class13
SIM_18569,Crop05,Class09,9.5533,0.5222,5.1516,110.186,148.0932,152.2535,0.0684,-0.0949,0.2627,0.4662,0.2411,Class09
SIM_18570,Crop07,Class01,32.9478,0.5604,6.7163,133.6461,94.6905,197.3128,0.1095,-0.0485,0.1165,0.626,0.4854,Class01
SIM_18571,Crop07,Class05,28.256,0.679,5.279,129.5639,155.6924,109.3202,0.0545,-0.4803,0.2868,0.773,0.6533,Class05
SIM_18572,Crop07,Class01,30.5681,0.6673,6.3884,121.2484,128.3681,217.7799,0.1062,-0.0023,0.0959,0.5718,0.5576,Class01
SIM_18573,Crop03,Class11,8.8528,0.3864,4.871,115.1826,73.337,186.6514,0.1346,-0.0245,0.1304,0.7619,0.6468,Class11
SIM_18574,Crop02,Class12,21.7564,0.4227,5.9875,53.2654,171.2161,175.3521,0.0393,-0.4377,0.3513,0.5254,0.5749,Class12
SIM_18575,Crop06,Class10,34.9747,0.6096,6.301,72.7843,173.3344,210.4592,0.0766,-0.0148,0.2726,0.2844,0.4928,Class10
SIM_18576,Crop01,Class01,24.5788,0.5318,6.6026,118.5444,116.3703,195.2693,0.1132,0.0921,0.1553,0.3865,0.2713,Class01
SIM_18577,Crop05,Class04,16.9351,0.4333,5.287,27.7755,165.5472,142.3962,0.1095,-0.1918,0.2476,0.7872,0.509,Class04
SIM_18578,Crop07,Class08,23.5578,0.5379,6.7918,142.0041,145.8772,169.1752,0.0743,-0.5081,0.0826,0.8612,0.6226,Class08
SIM_18579,Crop09,Class03,28.7465,0.4826,6.9763,93.0995,127.3491,119.439,0.0463,-0.0894,0.3807,0.8676,0.4142,Class03
SIM_18580,Crop07,Class02,32.7885,0.532,6.8753,86.8353,130.8538,165.8091,0.0581,-0.0005,0.1781,0.7976,0.5948,Class02
SIM_18581,Crop10,Class05,35.2714,0.5072,5.381,67.0481,119.5746,132.2604,0.0319,-0.2563,0.2517,0.6891,0.7171,Class05
SIM_18582,Crop06,Class09,13.4299,0.3432,5.7592,121.1768,140.2825,182.011,0.0394,0.0041,0.2953,0.3191,0.2029,Class09
SIM_18583,Crop05,Class02,31.4274,0.5789,6.3432,61.0839,118.2385,189.6786,0.0662,0.2506,0.2594,0.8044,0.3125,Class02
SIM_18584,Crop03,Class15,5.7072,0.4271,4.9174,117.3305,117.5496,178.3923,0.0839,0.0283,0.1113,0.34,0.6931,Class15
SIM_18585,Crop07,Class07,23.6528,0.5165,4.9754,96.933,111.8144,118.2677,0.1138,-0.3237,0.0847,0.6221,0.5315,Class07
SIM_18586,Crop09,Class03,35.1878,0.6024,7.0265,84.051,122.4384,95.8724,0.0658,-0.0627,0.3144,0.7893,0.2166,Class03
SIM_18587,Crop04,Class01,17.4443,0.4522,6.9859,127.8685,95.6042,175.4681,0.0804,-0.0357,0.1496,0.526,0.3782,Class01
SIM_18588,Crop01,Class15,9.2266,0.5999,5.739,115.384,166.2392,181.4619,0.0579,0.3632,0.2782,0.3124,0.3527,Class15
SIM_18589,Crop01,Class09,11.4293,0.4696,5.5175,75.0434,181.5034,139.0384,0.0485,0.0557,0.2184,0.2856,0.1631,Class09
SIM_18590,Crop07,Class13,28.0157,0.4701,5.8814,84.782,189.677,171.693,0.1093,-0.3423,0.1737,0.7295,0.8499,Class13
SIM_18591,Crop07,Class12,26.5103,0.3953,5.7752,101.5962,194.8536,105.3765,0.0539,-0.4004,0.248,0.5049,0.8509,Class12
SIM_18592,Crop02,Class15,11.9154,0.5665,5.5898,122.2513,174.9509,219.685,0.0324,0.0778,0.2328,0.4507,0.5068,Class15
SIM_18593,Crop01,Class14,19.3462,0.4844,6.0923,38.0316,204.2312,130.4264,0.0341,0.1009,0.3614,0.3342,0.3297,Class14
SIM_18594,Crop07,Class12,26.1069,0.4023,5.5087,63.8715,150.8995,146.5214,0.08,-0.3172,0.1716,0.3438,0.8332,Class12
SIM_18595,Crop04,Class13,25.7096,0.3162,6.6943,54.176,178.9579,125.5268,0.0832,-0.3366,0.1591,0.7017,0.6654,Class13
SIM_18596,Crop05,Class13,30.5014,0.3884,5.9054,38.0576,170.3848,139.2381,0.1157,-0.4118,0.1757,0.6752,0.6043,Class13
SIM_18597,Crop03,Class04,12.5857,0.5498,5.268,77.5598,110.8851,109.0707,0.0911,-0.1112,0.2875,0.7177,0.3891,Class04
SIM_18598,Crop08,Class09,10.7842,0.5058,4.8887,134.0534,144.4566,143.7136,0.0475,-0.0213,0.2935,0.5295,0.2852,Class09
SIM_18599,Crop08,Class15,11.8711,0.5152,5.795,125.0242,168.1834,201.3645,0.032,0.466,0.2156,0.5072,0.5514,Class15
SIM_18600,Crop01,Class14,22.7333,0.5519,5.8588,55.4218,186.8547,142.9508,0.0349,-0.0091,0.3761,0.3307,0.5428,Class14
SIM_18601,Crop01,Class02,30.9712,0.6294,6.3198,55.1951,124.5969,184.1481,0.0365,0.2018,0.4019,0.648,0.333,Class02
SIM_18602,Crop06,Class02,28.4334,0.5474,6.8584,94.2048,91.0412,181.1044,0.0223,0.2716,0.3047,0.5688,0.2562,Class02
SIM_18603,Crop07,Class04,21.6723,0.6096,5.7096,55.7497,134.0964,145.2438,0.1052,-0.3298,0.2976,0.7189,0.4727,Class04
SIM_18604,Crop02,Class12,15.8069,0.4223,5.851,48.2213,167.5197,132.6101,0.0357,-0.3822,0.2512,0.561,0.6888,Class12
SIM_18605,Crop02,Class06,27.7355,0.454,6.789,50.5848,143.9038,204.2425,0.0945,-0.2011,0.3875,0.5454,0.4517,Class06
SIM_18606,Crop07,Class10,34.1297,0.6638,6.1875,109.586,205.4469,195.0668,0.1,-0.2196,0.1652,0.4824,0.6702,Class10
SIM_18607,Crop05,Class03,32.1291,0.6459,6.5643,42.4521,146.0638,114.5002,0.0531,-0.0224,0.2253,0.7801,0.3368,Class03
SIM_18608,Crop02,Class01,25.3248,0.5117,7.1685,133.8707,128.6649,218.7349,0.0943,0.0416,0.2263,0.6901,0.3444,Class01
SIM_18609,Crop07,Class12,25.983,0.4495,6.0992,32.7556,186.146,149.154,0.0482,-0.4198,0.1794,0.5518,0.7791,Class12
SIM_18610,Crop01,Class05,36.6665,0.5849,5.8425,64.2175,179.151,126.5318,0.0423,-0.4258,0.4033,0.592,0.4036,Class05
SIM_18611,Crop03,Class01,28.3639,0.4933,5.4371,129.3275,121.7251,161.4444,0.1239,0.0643,0.1452,0.6851,0.5707,Class01
SIM_18612,Crop08,Class04,18.3868,0.5008,4.7401,92.8108,134.4076,126.2183,0.0949,-0.232,0.3509,0.7398,0.2805,Class04
SIM_18613,Crop03,Class05,30.9297,0.5509,5.3075,93.8857,153.2671,97.5736,0.0524,-0.3448,0.2419,0.6488,0.7491,Class05
SIM_18614,Crop01,Class07,17.3705,0.3725,5.6672,79.4559,160.2066,144.3885,0.0986,-0.3515,0.1675,0.3077,0.3113,Class07
SIM_18615,Crop10,Class14,30.5121,0.3637,5.1126,42.7902,126.8229,108.3927,0.0222,0.012,0.2965,0.607,0.4189,Class14
SIM_18616,Crop03,Class03,26.9862,0.6058,6.3344,91.7356,144.8758,99.7115,0.0698,-0.0186,0.2324,0.8538,0.38,Class03
SIM_18617,Crop06,Class10,30.8819,0.6665,6.0354,104.4521,201.9107,182.3844,0.0635,0.0533,0.1777,0.3055,0.6516,Class10
SIM_18618,Crop09,Class05,21.1821,0.4715,6.0691,56.9323,163.6597,114.0204,0.0394,-0.4187,0.3868,0.5554,0.5087,Class05
SIM_18619,Crop10,Class08,31.6583,0.3986,6.2655,103.8928,143.6574,165.6203,0.0202,-0.3715,0.1191,0.7456,0.663,Class08
SIM_18620,Crop09,Class05,28.7654,0.6029,5.6471,83.9078,121.8949,105.1382,0.0559,-0.4708,0.3059,0.5117,0.5797,Class05
SIM_18621,Crop04,Class06,27.1535,0.3617,6.3801,80.4711,134.624,189.1335,0.058,-0.1061,0.309,0.7188,0.4074,Class06
SIM_18622,Crop09,Class09,9.4184,0.412,5.2849,138.1835,120.7408,118.3407,0.0558,-0.1776,0.3045,0.3377,0.1793,Class09
SIM_18623,Crop01,Class09,6.9506,0.518,5.5209,134.9131,167.7393,130.9482,0.0527,-0.1571,0.2425,0.2433,0.2888,Class09
SIM_18624,Crop04,Class03,33.4757,0.5469,6.4157,88.3311,126.1201,119.8451,0.0307,-0.082,0.2302,0.8967,0.3384,Class03
SIM_18625,Crop02,Class03,32.7831,0.6276,6.7315,87.9424,189.8605,132.4699,0.0495,0.2175,0.3688,0.8782,0.393,Class03
SIM_18626,Crop06,Class04,10.0763,0.4725,4.8736,77.6986,113.708,161.1272,0.0773,0.02,0.3669,0.6265,0.1974,Class04
SIM_18627,Crop09,Class14,16.1145,0.4121,5.5241,90.5747,130.3405,138.2899,0.0428,-0.0161,0.364,0.3272,0.3979,Class14
SIM_18628,Crop08,Class05,25.9468,0.654,5.0542,121.8276,165.8519,120.1082,0.0519,-0.1634,0.3304,0.8532,0.6225,Class05
SIM_18629,Crop10,Class09,16.9899,0.3122,4.9455,98.8956,128.3036,124.8371,0.0347,0.0387,0.1446,0.4243,0.348,Class09
SIM_18630,Crop02,Class07,27.3083,0.4075,4.7881,106.7,137.9832,156.0902,0.1273,-0.1844,0.1979,0.6499,0.4198,Class07
SIM_18631,Crop08,Class06,19.659,0.4005,5.6813,79.7744,124.7489,155.4436,0.0766,0.1483,0.352,0.8411,0.6019,Class06
SIM_18632,Crop08,Class01,21.3686,0.458,7.2409,152.8523,128.0197,199.639,0.1052,0.1774,0.1475,0.6295,0.4104,Class01
SIM_18633,Crop05,Class07,26.7189,0.4353,4.8033,89.5846,131.0957,184.1376,0.1322,-0.4247,0.0926,0.5592,0.329,Class07
SIM_18634,Crop01,Class15,21.6597,0.4737,5.9947,116.4122,168.0075,191.439,0.0508,0.1056,0.1815,0.3946,0.4533,Class15
SIM_18635,Crop02,Class15,5.7974,0.6342,5.8394,131.1379,191.746,196.0622,0.04,0.1567,0.2694,0.3002,0.6103,Class15
SIM_18636,Crop10,Class05,36.8366,0.4411,5.5891,49.1374,143.7247,107.7407,0.0276,-0.4809,0.2846,0.6388,0.6583,Class05
SIM_18637,Crop03,Class08,24.7276,0.6073,6.1375,119.4352,92.6108,156.9082,0.1053,-0.3603,0.1369,0.6109,0.7557,Class08
SIM_18638,Crop07,Class05,26.237,0.6412,6.0617,103.2402,171.6898,115.9385,0.0712,-0.4952,0.2683,0.7949,0.7429,Class05
SIM_18639,Crop10,Class14,28.5182,0.3891,4.9322,55.6791,124.7147,125.8832,0.0314,0.0723,0.2656,0.6401,0.5816,Class14
SIM_18640,Crop05,Class09,17.1109,0.4625,4.6002,75.3592,130.3483,155.4203,0.1043,0.0917,0.144,0.6161,0.3398,Class09
SIM_18641,Crop03,Class14,14.1801,0.4856,5.2092,93.0085,125.3095,138.8536,0.0645,0.0803,0.2849,0.3739,0.815,Class14
SIM_18642,Crop05,Class13,15.8294,0.5087,6.0627,29.6681,197.3174,184.0275,0.1085,-0.3506,0.2679,0.6035,0.8135,Class13
SIM_18643,Crop03,Class05,20.6793,0.4723,4.8145,112.1197,146.7012,124.9438,0.0832,-0.4235,0.3222,0.6867,0.7297,Class05
SIM_18644,Crop02,Class07,19.1918,0.4558,5.0815,75.1892,108.3064,167.0688,0.1218,-0.2595,0.1354,0.5105,0.23,Class07
SIM_18645,Crop09,Class09,11.8607,0.3792,5.4401,144.4031,121.1998,125.8008,0.0735,-0.1664,0.3216,0.3114,0.2,Class09
SIM_18646,Crop04,Class04,21.6075,0.3784,5.4845,93.1395,149.7462,127.1889,0.0603,-0.2515,0.2859,0.7416,0.3192,Class04
SIM_18647,Crop07,Class13,22.4596,0.5285,6.1553,78.346,190.1222,168.5614,0.1127,-0.3597,0.2652,0.7255,0.7409,Class13
SIM_18648,Crop08,Class09,9.7942,0.459,5.5502,105.464,136.7364,125.7425,0.0445,0.0707,0.2619,0.437,0.1736,Class09
SIM_18649,Crop06,Class04,22.9197,0.4474,5.4218,86.9242,112.253,174.7823,0.0717,-0.0566,0.367,0.5539,0.2088,Class04
SIM_18650,Crop06,Class08,22.2155,0.5918,6.6865,135.2036,128.276,213.7012,0.028,-0.2997,0.144,0.7068,0.3962,Class08
SIM_18651,Crop02,Class13,25.74,0.5155,6.2975,90.3145,199.0979,170.9404,0.1019,-0.295,0.3109,0.6099,0.6551,Class13
SIM_18652,Crop06,Class07,22.0672,0.3332,4.8059,98.2239,93.4044,158.5986,0.0768,-0.2433,0.1628,0.3079,0.4275,Class07
SIM_18653,Crop08,Class11,15.6387,0.2586,5.5299,133.1427,106.8163,193.3234,0.1043,0.2263,0.2521,0.7602,0.5597,Class11
SIM_18654,Crop02,Class15,11.3252,0.6163,6.2552,131.1645,152.1777,197.99,0.0377,0.2266,0.2219,0.3211,0.5552,Class15
SIM_18655,Crop03,Class06,32.6527,0.4837,5.5023,76.3434,89.227,156.3197,0.0822,-0.196,0.3211,0.6615,0.6434,Class06
SIM_18656,Crop07,Class15,15.865,0.5528,4.9736,150.2397,187.3465,186.7225,0.0641,0.0016,0.1264,0.626,0.6903,Class15
SIM_18657,Crop10,Class07,30.4151,0.3126,4.3784,62.6738,85.3986,137.4208,0.1021,-0.3481,0.1049,0.6241,0.3717,Class07
SIM_18658,Crop04,Class09,16.1505,0.4955,5.2033,140.4743,109.3085,119.0505,0.0405,-0.0678,0.1347,0.4188,0.2405,Class09
SIM_18659,Crop09,Class12,19.2993,0.2148,6.3271,56.813,96.6166,120.1669,0.0593,-0.4338,0.3084,0.5337,0.5641,Class12
SIM_18660,Crop02,Class02,31.2545,0.5358,6.345,89.0954,119.5687,188.305,0.0581,0.1387,0.3639,0.5416,0.2901,Class02
SIM_18661,Crop06,Class11,20.6396,0.3091,6.1047,143.7366,127.3978,216.5754,0.0713,0.3109,0.2823,0.5292,0.394,Class11
SIM_18662,Crop10,Class09,16.8678,0.4197,4.957,46.5641,103.3951,120.267,0.0594,-0.2306,0.1408,0.437,0.423,Class09
SIM_18663,Crop05,Class10,35.9848,0.6405,6.2638,66.5198,198.2052,188.4614,0.1143,-0.105,0.1015,0.5247,0.7186,Class10
SIM_18664,Crop06,Class15,10.2282,0.5007,5.9257,138.1881,137.8399,192.291,0.0505,0.382,0.2405,0.2788,0.3692,Class15
SIM_18665,Crop02,Class08,29.1475,0.6642,6.8106,101.8544,153.0232,207.4278,0.0668,-0.3119,0.1774,0.6995,0.3277,Class08
SIM_18666,Crop06,Class14,24.4646,0.4017,5.4761,91.9305,132.9654,187.0753,0.0265,0.1708,0.3766,0.3249,0.2493,Class14
SIM_18667,Crop06,Class09,8.8756,0.3928,5.3993,131.1697,132.2935,203.2605,0.0474,0.0327,0.2365,0.2489,0.282,Class09
SIM_18668,Crop10,Class04,25.1329,0.3112,5.0094,31.1699,134.8778,117.2489,0.0704,-0.0784,0.3105,0.6899,0.5289,Class04
SIM_18669,Crop03,Class10,33.0625,0.5878,5.8543,75.5625,192.3849,180.1495,0.1195,-0.2237,0.1407,0.2877,0.802,Class10
SIM_18670,Crop04,Class03,27.9902,0.5903,6.922,97.2397,133.7238,107.4377,0.045,0.0554,0.3211,0.8209,0.2767,Class03
SIM_18671,Crop07,Class14,21.1728,0.531,4.9035,116.8653,159.13,124.6685,0.0404,-0.0103,0.3199,0.5314,0.6165,Class14
SIM_18672,Crop10,Class03,40.0239,0.5197,6.0169,66.371,110.3482,99.7044,0.0435,0.121,0.2735,0.8106,0.4872,Class03
SIM_18673,Crop03,Class08,18.87,0.5343,5.8537,110.6735,85.1285,140.7327,0.0632,-0.4025,0.1421,0.7268,0.615,Class08
SIM_18674,Crop07,Class13,28.3625,0.4783,6.6163,68.4155,184.616,126.7155,0.1094,-0.3214,0.126,0.6365,0.7772,Class13
SIM_18675,Crop09,Class01,16.9846,0.3374,6.7077,115.4611,89.8834,221.9025,0.1149,0.0984,0.1849,0.4706,0.4739,Class01
SIM_18676,Crop07,Class08,31.0496,0.5468,6.6673,127.8659,160.8015,184.3107,0.0701,-0.3244,0.1341,0.8464,0.558,Class08
SIM_18677,Crop05,Class08,26.2684,0.3735,6.7688,73.2108,141.3745,201.5078,0.0813,-0.406,0.0944,0.8175,0.3766,Class08
SIM_18678,Crop03,Class06,25.304,0.4481,6.0408,130.4816,116.0417,170.1273,0.1127,0.2128,0.282,0.7427,0.6845,Class06
SIM_18679,Crop03,Class11,11.2308,0.361,5.0646,111.0635,82.2857,160.3023,0.1186,-0.0358,0.2177,0.8197,0.7315,Class11
SIM_18680,Crop01,Class05,24.0688,0.5597,5.3353,52.8142,184.6479,106.3258,0.0699,-0.4353,0.4053,0.6669,0.4041,Class05
SIM_18681,Crop02,Class06,24.9259,0.531,6.4247,91.2842,108.9274,201.8071,0.093,-0.0779,0.3937,0.58,0.4876,Class06
SIM_18682,Crop05,Class05,26.1376,0.5952,6.0917,31.3197,173.9021,164.2437,0.0774,-0.4398,0.2252,0.714,0.6127,Class05
SIM_18683,Crop02,Class10,35.7604,0.6413,6.7723,71.116,193.1741,205.4304,0.1065,-0.057,0.3065,0.2994,0.5241,Class10
SIM_18684,Crop01,Class14,12.694,0.4529,5.8641,48.7566,151.2008,138.666,0.0532,0.2325,0.4001,0.3362,0.2556,Class14
SIM_18685,Crop07,Class03,37.9292,0.6752,6.4407,90.9777,143.9859,148.4422,0.0679,-0.1387,0.2683,0.8463,0.566,Class03
SIM_18686,Crop01,Class07,19.5714,0.4779,5.7506,79.9833,158.4278,114.7979,0.1133,-0.2039,0.1534,0.4542,0.2776,Class07
SIM_18687,Crop02,Class04,19.9709,0.5023,5.2998,74.2171,172.8134,153.3599,0.0848,-0.3183,0.3713,0.6567,0.314,Class04
SIM_18688,Crop06,Class04,15.8472,0.4896,5.6128,71.7821,130.7552,141.3388,0.0743,-0.0759,0.3557,0.6725,0.2218,Class04
SIM_18689,Crop10,Class15,12.2988,0.4117,5.4192,58.1071,126.647,172.3785,0.0449,0.0398,0.1131,0.3359,0.6446,Class15
SIM_18690,Crop08,Class11,24.3969,0.3162,5.6021,134.5401,120.9229,177.8914,0.1001,0.0161,0.3171,0.7816,0.5214,Class11
SIM_18691,Crop01,Class15,13.2595,0.5726,5.7282,76.7772,176.2238,186.8616,0.0275,0.3577,0.271,0.2686,0.241,Class15
SIM_18692,Crop02,Class10,34.1169,0.6782,6.9205,62.44,186.9046,204.8995,0.0926,-0.1543,0.2077,0.4608,0.6679,Class10
SIM_18693,Crop08,Class10,34.7134,0.5971,6.4253,97.9727,202.311,181.7478,0.0986,0.1235,0.2068,0.4675,0.5587,Class10
SIM_18694,Crop08,Class11,14.3291,0.4077,5.5751,136.4701,94.8941,182.8149,0.1079,0.1232,0.2511,0.7463,0.5817,Class11
SIM_18695,Crop04,Class10,23.6809,0.5397,6.1482,57.9335,183.8314,179.6216,0.0903,0.017,0.1526,0.3739,0.6271,Class10
SIM_18696,Crop10,Class13,33.1725,0.3003,6.0246,38.248,174.4209,128.7029,0.0714,-0.3645,0.1976,0.4781,0.6845,Class13
SIM_18697,Crop09,Class05,24.6281,0.513,5.7604,105.9576,134.3036,112.9381,0.0555,-0.3198,0.3884,0.4334,0.4812,Class05
SIM_18698,Crop08,Class02,34.4148,0.5128,6.4739,76.5085,94.8818,174.2603,0.0472,0.1629,0.2555,0.81,0.4025,Class02
SIM_18699,Crop08,Class08,19.9239,0.5696,6.1747,149.0269,179.3307,211.6256,0.0563,-0.3889,0.1793,0.7191,0.3325,Class08
SIM_18700,Crop08,Class01,23.4354,0.3886,6.6353,116.5193,113.2237,192.1755,0.0891,0.1441,0.1371,0.5711,0.347,Class01
SIM_18701,Crop02,Class01,21.577,0.5466,6.943,127.8423,104.9882,228.225,0.1076,0.1845,0.1757,0.6402,0.3605,Class01
SIM_18702,Crop08,Class01,32.0324,0.3265,6.7385,131.115,114.5728,215.3681,0.1112,0.1925,0.1895,0.478,0.4143,Class01
SIM_18703,Crop10,Class02,41.3376,0.427,6.0062,45.272,91.8782,134.975,0.0224,0.124,0.2325,0.7033,0.5903,Class02
SIM_18704,Crop03,Class11,15.5925,0.367,5.5329,118.029,95.5005,160.5563,0.0923,-0.2591,0.1996,0.6967,0.6176,Class11
SIM_18705,Crop01,Class09,14.768,0.5743,5.2263,75.071,158.0119,132.5676,0.0603,0.1449,0.2861,0.3266,0.183,Class09
SIM_18706,Crop04,Class15,5.2328,0.5622,6.0269,113.3222,162.2967,171.6559,0.0262,0.3067,0.1296,0.3853,0.3968,Class15
SIM_18707,Crop03,Class05,28.2382,0.6027,5.242,93.7284,141.3499,111.3624,0.0565,-0.4038,0.2793,0.8318,0.5802,Class05
SIM_18708,Crop10,Class05,32.5289,0.42,5.5288,60.1589,134.6549,100.0354,0.0318,-0.4551,0.2783,0.6569,0.655,Class05
